model,metallic,split
sketchfab__26__26f165b1e91a49d3add7e21b94089d8e_None,0,train
sketchfab__27__271d635f72034d2ebc9d60dac33f58be,5,val
sketchfab__28__281dfe46d8cf495c8c6a9649ba344f8c_28,3,train
sketchfab__28__28d3813183a947b68251123867da75af_None,4,train
sketchfab__29__291c342c35a34964a4b6aea204fa5a72_15-cm-sfh-18-howitzer_None,5,test
sketchfab__29__2967d32e477746079676506e7ee9ab62,5,train
sketchfab__2a__2a7504f6b14d4657ae6865498237184f_12,3,train
sketchfab__2b__2b34dc543cbf429f8a53c4da19bf2c05_None,5,train
sketchfab__2b__2b95ebf6cac14024b7a9df591614fb1b_None,5,train
sketchfab__2b__2be600cf57a54c3b83ae0905c0102391_None,5,test
sketchfab__2c__2c046b4118bf417abda7366d0186df2a_None,0,train
sketchfab__2c__2c6e0289fe594fe9b557f954e11d59e0,5,train
sketchfab__2c__2c7fd35aaaae499bbd435126a2e005dc,3,train
sketchfab__2d__2d55096ce4a5405f9aa6241843aef346,0,train
sketchfab__2e__2ea69bde67154be6b57880c6b24c4b0d_1,0,train
sketchfab__2e__2ea7efcc42514bd6a70bc9fc76063380_None,0,train
sketchfab__2e__2efed2241e074fcc92f156d5d21dc9bf,1,train
sketchfab__2f__2ff3d10b8e8e464d8d984bf692c240a0_None,1,test
sketchfab__30__303974fd05a74dd184e6376b995cd7f6_police-car,0,train
sketchfab__30__3080962981c140a99623eb6fd02d8421_None,1,test
sketchfab__31__312eecae505a487386ecad5f40813978,0,test
sketchfab__31__318886199c3040998dc73b58b381f555,0,val
sketchfab__31__31f6be2b21b546cd889631fe8aabfd43_None,0,train
sketchfab__31__31f8de8e936d4476b47a0d42778fe7b1_4,5,val
sketchfab__32__321b404b576a43ffab2800178785b0f8,1,train
sketchfab__32__321ff9ce01d2420bb2fa128713200242,0,train
sketchfab__32__32846b56db1445f3ae342d1e01ce167a_5,1,train
sketchfab__32__328c2e7f1cbe4802809cef7839716f0b,0,train
sketchfab__32__32bca7c588b0460093ca4459ec92fd80_6,5,train
sketchfab__33__3344bf40db54485bb52c7497a03e39ce,3,train
sketchfab__33__335d26c3efff46cc88fa342b2ebd0efd,0,test
sketchfab__33__3393a9d66bb542ac8ea586306e103140,1,test
sketchfab__34__34273a207cef4d76995bfcf68ec9d267_1,5,train
sketchfab__34__347a6c36d95e486bb327e25dd56828fb,0,train
sketchfab__35__352edd6fc73e4855b47fbb3b2eb6c8a0_3,5,train
sketchfab__35__359ca48c1b40401c9de09a8fd220d08d_None,3,test
sketchfab__36__36d78216c024447f91b26d2aad35b2d1,2,test
sketchfab__36__36e5855285eb48d3adf81e6278a835a7_1,1,train
sketchfab__37__37477842f6d54dd889eb4b04dec465fd,0,train
sketchfab__37__376ade7180ec46628d560956a472f0a6_None,0,val
sketchfab__37__378756bb640946b6abeb5e06b495acdc,5,train
sketchfab__37__3798f42a685f447c9ac98cc8fdac5527,3,train
sketchfab__37__37a5518fc0744b0dbb8e5ad1b4774f5d,3,train
sketchfab__38__38320bf0a31b4627971d7b6ceb489d57_1,1,train
sketchfab__38__38683f1b887848919dd09ad281859c72_2,5,train
sketchfab__38__38bbfb80c78f423bae3687d00fcaa713_None,5,train
sketchfab__38__38d8d964b6204bc49f10f3213e5cb9f3_None,3,train
sketchfab__39__39408e43e0f24d32a0d9368eb2526d77,4,train
sketchfab__3b__3b42f7d5fd7e4cc98b5e6bf2f5a5b9f4_None,5,test
sketchfab__3c__3cbf236ca2604339a34a18d87213e91d,4,train
sketchfab__3d__3d35ce59f89047a895bc1707de0ee272_None,5,test
sketchfab__3d__3d9197a9cddf40a3950ddaf3482cb4ff_1,1,train
sketchfab__3d__3db544589d334cf0a23b54ec7b50ef10_2,4,val
sketchfab__3d__3dea2f9b90ae4aa1b797017777a12955_4,1,train
sketchfab__40__406a0360de824236a243beb2d4f5db55_2,3,train
sketchfab__40__40bf26512e0045ce83deb1dff538ad11,3,train
sketchfab__41__41b4784c68cf4552807d0d037bb68e59_solar-probe-plus_None,1,train
sketchfab__44__44bd03dc8129430f8d0ea882e89b03b4_6,0,train
sketchfab__44__44fd4c58e76d4959bf196982badd1428,0,train
sketchfab__45__453db87780914a6ba69a686c77cb4561,0,train
sketchfab__45__455578c0edad4c27ae7ae2392d68a75e,4,train
sketchfab__45__4585d736bc714f1c94ade63df4440868_1,4,val
sketchfab__45__459994e81a6d4a819cdf387eab7d13c1_None,0,train
sketchfab__46__464d763afc0143d09ecc861606351ccd,0,val
sketchfab__46__4669066224ff407899b4c030f065d758,0,train
sketchfab__46__46e1224984034908ad9d1ee41969ed64,5,train
sketchfab__47__47644a34aed247f18a1ea90c641fc99f_1,1,train
sketchfab__47__477bde3a5e2948529cd6b7e8d47c69cf,4,val
sketchfab__47__47a458e7168c4bda8e35cd73a18e0c5e,3,train
sketchfab__48__48886a43cd8a43d38ef52953698d7259,5,train
sketchfab__48__48a2792ef29f4f8b88ddc69adf59ce64_game-ready-trench-coat_None,5,train
sketchfab__49__49b23104b4e64708a7a4253d7d033705,2,val
sketchfab__49__49c4a6d9a7e24677a4aa7241e36885f9,0,train
sketchfab__4c__4c3052f9b5a5486a9450814062e7f57e_2,4,train
sketchfab__4c__4c5c993f84fe41a2872d9c3858b983f5,1,train
sketchfab__4c__4cd31f389220417c88958f3e76927625_None,0,train
sketchfab__4c__4cd3c06d560b47ad83c458d19ca2b751,5,train
sketchfab__4e__4e9f27134dc443349dad1bdd5b230732,3,train
sketchfab__4f__4f27a56b8e794d61986450a47dd07a1d,2,train
sketchfab__50__50a60821806b40a4b34db0681b49def8,4,val
sketchfab__51__510b010c29ad4f36a6b3d0013e070a18_trumpet_None,4,train
sketchfab__51__511a3c09efe7418ebb0cd0e82ba9f0d1_None,5,train
sketchfab__51__517121a2eabd401a8358f5465675eda8_1,0,train
sketchfab__51__5191cd2de20c44b8b5433d6a5b49ee9f,0,train
sketchfab__52__52bcabc2e69f42fda030425b293f7903_None,5,train
sketchfab__53__531a0265a6af418da2c051eb208ac891,0,train
sketchfab__53__537079dc4cb44685a92c46809d1d722a_5,5,train
sketchfab__53__53efa9bdb8be49faae1f22d70b4c0be9_None,1,train
sketchfab__53__53fee6d6001f448484a49a882eff8eee_None,3,train
sketchfab__54__547db35b23264610bfe0c31782263147,5,train
sketchfab__54__5494cb45f49c4130b468ae726e27d548,5,train
sketchfab__54__54d2a00593b84b00aa60dac8f291de49,5,train
sketchfab__55__556de8fb71fc4f6c96a2786d3b6552c0_None,1,train
sketchfab__56__564993fcf6e64d0f84592ec1f37ea15d,5,val
sketchfab__57__571a0a3514ec43d08dcf01e8ee454927_1,0,train
sketchfab__57__5784c70680c6426480dba7bc28ea3189_None,3,train
sketchfab__58__581d65bddac94ea288487a34ae13581e,1,val
sketchfab__58__582b6ec82b174e448278b5a843ef45cb,5,val
sketchfab__58__58672d184b9f43cf8f31980592c89cdb,0,train
sketchfab__58__588756e449f84c01bc6854c4498948cc_None,0,train
sketchfab__58__589772cce7c64f2aa0991d8b4a279f32,0,val
sketchfab__59__596e47a79d2146e085cab0f0e9c932e2,0,test
sketchfab__5a__5a0c3ada2f5043d6abfd467147223e57_None,1,train
sketchfab__5a__5a70de4c5e21428b92d4d2ac757fc0d5,4,test
sketchfab__5a__5aca82e6fedf46f999d0af4a8cd3d04c_3,0,test
sketchfab__5a__5aece67b7a90457cbebec83885363777,5,train
sketchfab__5b__5b7b1fc4f9984dcf852ac2defcfafc23_1,5,train
sketchfab__5b__5bcbf5e515be42b1ace49d19f1e492ce_7,5,train
sketchfab__5c__5c929b830039471fb85ab6c0de356a25_None,5,train
sketchfab__5c__5cb4edcca3ce4d68a9d6adae8abcc9c4,4,val
sketchfab__5d__5dd0d1820b1040f0a7c073097d445bed,0,test
sketchfab__5e__5e647edafd0f40d0b37e54fc5b61706b,1,train
sketchfab__5e__5ebe058e57f045f6b4c8a53b0f03dca7_mushroom-2_3,5,val
sketchfab__5f__5f64bba1b27c4e5da1efb0470eed5f3d_11,5,train
sketchfab__60__609f18aad5344ecda6a61e1ba1559542,2,train
sketchfab__63__6355c33779b44dbbb054c12dad3f58ba,5,train
sketchfab__63__6394ae935bca421faa7a7e4b62f9bd93_None,0,train
sketchfab__64__6466281a52654be8913c085181613c09_2,1,train
sketchfab__64__64ade6c06cf74a45a057dae5a3183b6b,4,train
sketchfab__65__6503067b842b4af9a376919f5994e4a5_3,5,train
sketchfab__65__650a93c756b0402880b129e6027b72a6_1,3,train
sketchfab__65__6560a36d77f24f3fabdaa028f1961727_None,1,train
sketchfab__65__65855d3fc9694e53ae61a853add01ce4,5,train
sketchfab__66__66ec73740f984233992f8890792e30c2_None,1,train
sketchfab__67__67c245b61d904b25b7339b1f584216df_None,3,test
sketchfab__67__67d3edc93fca46da80a074960d7756cc_5,0,test
sketchfab__68__689a0cd636e547cf9ae7b4816ae4a441_None,1,train
sketchfab__69__690dc5b0648147cc89edc4289d6d3e22_13,5,test
sketchfab__69__69af1bcd84ca4d3597f54599b6085964,5,train
sketchfab__6a__6a79ecac8914436fa1f3b0a6ac2cb364,0,train
sketchfab__6c__6c12fb7a6daa4332babb8ffcd512ac6e_1,0,train
sketchfab__6c__6c7f17bf71de40bd8c55cdd5a68aecc5,5,train
sketchfab__6c__6ce16629bcb04cddb082c34fe2f2c08d,2,train
sketchfab__6d__6d603343d7e8480ba75230a13d856da9,0,train
sketchfab__6d__6d631c2805f34654923325dde0e8011c,1,train
sketchfab__6d__6d69127b71df4cf7b584729173c4e7a6,5,train
sketchfab__6d__6d732ef532cc4475a69af3a66d5774b0,1,train
sketchfab__6d__6d974c71e7b547afa04c04b719a37b91_None,3,train
sketchfab__6d__6ddc8ee380e64b79a84f79fecc81d9d7_2,4,train
sketchfab__6f__6f0d4c2185aa439ea7d0ea6b818bfaa5_None,3,test
sketchfab__6f__6f4297985aac4fef98ad266be1d5f478_None,0,train
sketchfab__6f__6f53c1041e974f4fbaed2b1a15db7b1e,0,train
sketchfab__6f__6f8c63a783954b408e6f2a8ab08ab9a4,3,val
sketchfab__70__7070d432661940fba82939fde5b79496_None,5,val
sketchfab__71__710c5beb79d24064b5a0c7719beae853_None,4,train
sketchfab__71__715bfa975a1749088ae5d4123314ead1_None,1,test
sketchfab__71__7185c35335b54fdeb54daaf0570f67d6_None,3,train
sketchfab__71__71df425d85124882940bbc25c08e3e28_None,4,test
sketchfab__72__72326c9c757043059d2af03060cae865_bamboo-modular-assets_2,5,train
sketchfab__73__7397cad5e7384de9be7d9c8c2b8e9c4a_2,3,train
sketchfab__73__73d47404489c41638afde7dd8dbe688f,3,train
sketchfab__74__74b3de9044904d828ad585d25d10dadd,3,val
sketchfab__75__753b972fa2dd428f85a8fedfd2a65fc1_None,2,train
sketchfab__76__764d955fd668498d9f772dc1e9a8c9c2_4,0,train
sketchfab__76__7670d4d4900b4924befe8381679cbe82_None,1,train
sketchfab__77__77c3da801ed94156971ee8df15c84e2c,5,train
sketchfab__77__77c74034d16f4f3b983378991ca9e21b_final-low-sci-fi-wall-mount,1,train
sketchfab__77__77e39ccd4f3d41c6b4abeafc7ba4ccb6,3,train
sketchfab__79__796125718d624a8b94206bd9f034f904,4,val
sketchfab__79__79afa1b181374b3986ccc03b311b4dac_6,3,test
sketchfab__79__79fc123135974d8593f192d70f92d72c_2,4,train
sketchfab__7a__7a94805c7e594ad3bd7a272823aaca56_None,1,test
sketchfab__7a__7ac52e96434b42d28ff718b716758f07_2,5,train
sketchfab__7a__7adb446935c44ca0abcea9b15263fb24_2,5,val
sketchfab__7b__7b2a60a7fe494d57ba4aefb7420c56a0_None,2,train
sketchfab__7b__7b986cc4915a4efea8e0d8c171bb419f_4,2,train
sketchfab__7b__7bbc01a66b854dd38b8f31450b0b163d,0,val
sketchfab__7c__7cc7f3509d284359a23f8e44b2691574_2,5,train
sketchfab__7d__7d168ac654a54730a1ceaa73507e57ac,0,train
sketchfab__7d__7d56a8bd38994b35a07384faad5abd02,5,test
sketchfab__7e__7ec79d04501649f9867eb6dced2b92da,3,test
sketchfab__7e__7ed2ff53f9984afeb013110f6eecb113,4,test
sketchfab__7f__7f891388a86842f79842ceeb024b7464,0,train
sketchfab__7f__7fa3d68af931489f8471766d2e9ec89d,0,test
sketchfab__7f__7fe71b4ddb6f4c27aa0efd35e7b83d00,4,train
sketchfab__80__803e0e92f44147c48fbee99c511150ee_1,0,test
sketchfab__80__80474dc62d0049ffbdcc3a9d33425371,5,val
sketchfab__80__80af523000014ecfbcbb0fb07bea8486_None,3,train
sketchfab__80__80de802cb0d0425ba1ba969ff2d1dde8_None,1,train
sketchfab__81__810974dd3bc54cb48148ec62cf13e1f8_2,3,train
sketchfab__82__82161289759e4375aa04cb7af77a5bad,3,test
sketchfab__82__82dcc3953e1d44d5b8d105c62c6cd6b7_None,0,test
sketchfab__83__83758ec06d8d4cab9f7d0c4c0f1a3def_None,1,train
sketchfab__84__84cb03ad9a674668992a3625ce568525_None,3,train
sketchfab__84__84e5c9bbcbe44622809463121283b32d,1,val
sketchfab__84__84fd8c9199c1443890de987c5932d188_percussion-cap-pistol,3,val
sketchfab__85__85565caae81542c8a50a25f04131e567_hanging-branch-of-dried-bay-leaves-for-cooking_2,5,test
sketchfab__85__8599f04719d642bea1f0e4093cc0ba46,5,train
sketchfab__86__861c1346fcdf408a8863eb1d2130a14a,1,train
sketchfab__86__86cb45febda541de91885d2c5dccb004,5,train
sketchfab__86__86ed8d6e04594b52aa4a5401ac2f870c_None,1,val
sketchfab__87__875b2cd3b6eb406f9ad9795a98388442_honor-guard-helmet,1,train
sketchfab__88__8818ee57d4aa458eab4417bb24378c64,0,train
sketchfab__89__890cfc602ec84fb893d267594b658470_3,5,train
sketchfab__89__89327c9a6bf946588f262226c134c076_5,5,train
sketchfab__89__8944b538785b4076992e33d3ea10c7c2_2,3,train
sketchfab__89__894e41931a864db8a750c9675cb0cbfd,0,train
sketchfab__89__895bf5ef4cf143b780625548f425403a_1,1,train
sketchfab__89__89d8b2e926a24691b90bae8577ef8243,2,test
sketchfab__8a__8a5856ed2b9446629565fe27930f2d9e,3,train
sketchfab__8a__8a96a390e83646f48ac6e00fd74c1868,5,train
sketchfab__8a__8ad2dae7db9c4311ba529655ee35adbf_stylized-fruit-lowpoly-pack-6_14,5,train
sketchfab__8a__8ae5289752344d91899ad2dd380acdb3,5,train
sketchfab__8b__8b1c703b25fb4233a0cfb32a7e76bbda,5,train
sketchfab__8b__8ba0e9db30454d83a54dd57581f6247f,4,train
sketchfab__8b__8baa2d42ff244cc88d94e48aaffb79ca,1,train
sketchfab__8b__8be24991658f486d9b70b02fac5a07d6,1,train
sketchfab__8c__8c582abe1d264289ad446fc4fd0e4daf,5,train
sketchfab__8c__8c6aa7916d9847e98380433047f3b113,0,val
sketchfab__8c__8ca2a64435dd4931881b56a2f0619626_4,1,train
sketchfab__8d__8d00179078ad49edbd5e947d99fcd947_50-wood-fence-stylize-lowpoly-unrealengine_19,5,train
sketchfab__8d__8d2a7785ab4547ddba47b40f0daa840e_None,0,train
sketchfab__8d__8d99d1ffa6f448759da490b94a023a7f_3,5,train
sketchfab__8d__8dbf3a21305246a381382e85b079a759,1,train
sketchfab__8d__8dc8e51123c54d3b960c18c9d21873e4,5,train
sketchfab__8e__8e1ebc782ade49f59aa297d50d6ea9dc_None,2,train
sketchfab__8e__8e30b0979b724ec482519661c65675cc,3,train
sketchfab__8e__8e97fdb2e16e4e978245773a2ac248ee_2,5,train
sketchfab__8e__8efea5fdd98d48d5a6e532b568b7502d_2,3,train
sketchfab__8e__8eff0b8bb4cd46f4afba1ca904015438_3,3,train
sketchfab__8f__8fa265d8f4a7476fbf7642f66cd98a73,4,train
sketchfab__8f__8ff9431ba6704de8b3f7b8c0a8298cea,0,train
sketchfab__90__902429de3b50448ea70b1151500c1969,5,val
sketchfab__90__9061228667ae41b3a979062266e53272,1,train
sketchfab__90__90977079afd0491280481f9401894228,5,val
sketchfab__90__90a1dbd4fa364902a23971a580f8add6,3,train
sketchfab__90__90ac11cde71449789b076557a3cad1b6_None,2,train
sketchfab__91__91092ea57a8f4b4083dc447b6d1648ab_None,3,train
sketchfab__92__920743550090465688da0ac34aad226a,1,train
sketchfab__92__9285d0171bb84eca863c471fcd85c83d_1,0,train
sketchfab__92__928fb8c138ee41398c4ef6485d694187_None,4,train
sketchfab__92__92ad65901f5443c1840542b9ce4a9a47,5,train
sketchfab__92__92bcf7e2c2cf445fb03fca1f176a0570,5,test
sketchfab__93__93059e63d2784b49abb265281111a286,4,train
sketchfab__93__932861ad7f454bb28fbb173bcdd006ce_1,5,train
sketchfab__93__9393e612b6d9432d8429919bc8738ee8,1,test
sketchfab__93__93df85a9929a40b09b214944fcfc463c,0,train
sketchfab__94__946e8debddb148eeb3ee3a98d3795ac8_5,3,train
sketchfab__94__94a5f1d15c1a46a48f57478ce51d0f63,5,train
sketchfab__94__94b8179388514d9c8df44e7a0b90cecd_1,5,train
sketchfab__94__94c06c897a5041ac9db78ba182179520_None,5,train
sketchfab__95__95910b1187b94f6ea39d7081b4a541cc_2,1,train
sketchfab__95__95f543e4f1e74da5aaebc9ca864c7195_1,5,train
sketchfab__96__9633089fbcf5436db6ec4442a71f02c0_game-ready-free-inflatable-rings_3,5,train
sketchfab__96__96b29890686948f5ad0f980d4ed27925_steampunk-hay-pulley_2,1,test
sketchfab__97__974a97982fa145f3988e6bbe034c1db1_wheel-chair_None,0,val
sketchfab__97__977fdcc27bd14d648fed8b7cd729d9f6_1,1,train
sketchfab__98__9828daf5c2614d30ab2881a0faa82107,3,test
sketchfab__99__99f6cf82f409405d965010bdb5dcb9de,4,train
sketchfab__9b__9b365cbedb154b0bad6991adbd225368,0,train
sketchfab__9b__9b73c4cc98844087afafdda1d2f32cdf,5,train
sketchfab__9b__9b7d205ff8ee4ff1a63fb5fd81bb4fae_5,5,train
sketchfab__9c__9c1916b599494c06a2e319f0c3ab7917_None,0,test
sketchfab__9c__9c25e4ebd9c3458d9a1a70f19493217e,4,test
sketchfab__9c__9c34db4450c048c6915b3ee2ed308f58_1,5,train
sketchfab__9c__9c657cd2fb20427da32d76a165a72dee_1,5,val
sketchfab__9c__9c7aa4bb01a14230966fe089dfc0a285_17,1,train
sketchfab__9d__9d556c5b197649dcaa8c25d688c33fd2,4,train
sketchfab__9d__9dae30d7809d431da2b774d0706e92b3_None,3,train
sketchfab__9d__9dc3f3270031471e88614aeb64036f1b,3,train
sketchfab__9e__9e6acaa9a9a54ca4a6b606fd57f263f1,5,train
sketchfab__9e__9efe75b980de45c48e34ec9bed71e852_2,0,test
sketchfab__9f__9f3b04a0c1d547a9963a94d6556424df_3,2,train
sketchfab__9f__9f66b65adf924da08947e5af8abee43e,5,train
sketchfab__a2__a2936697797e45f4877bc1c994c2045e,1,train
sketchfab__a2__a2a570da8ab54ed1af4c216405756c1b_2,1,train
sketchfab__a2__a2ee9bec2e8a4eafb7bea11e27e24ee0_None,5,test
sketchfab__a3__a311f735f3c5462d95e2543088288267_None,0,train
sketchfab__a3__a32223be397048cb8a573ce662e626fb,3,train
sketchfab__a4__a4e8d089f07a408ebfd72a77826fdd79_None,2,train
sketchfab__a5__a58c040c8a934f35a5e50c2002ab3a49_None,5,val
sketchfab__a5__a5963ef93f0f47c0886ce41f13c87f37,3,train
sketchfab__a5__a5a830f2bdea472a9f20d79c21e4a31b_katana-gameasset-preview_3,1,train
sketchfab__a6__a679203d6a1c4e7bb72be293c5aab9a6_2,3,val
sketchfab__a6__a6a2f1958a4844fb9d62e3abe9f89636,3,test
sketchfab__a6__a6b75ac0165045c39d003bbbfdf5a909,1,train
sketchfab__a6__a6badad32b0048ac96c6a7efa06556a8,5,test
sketchfab__a7__a77e0a58066645d7994535703782a52b,5,train
sketchfab__a7__a7c2bc49246e40a4964d6131253d98f3_2,5,train
sketchfab__a8__a8703ac5ae2b400cad6374a79f6a47d6_1,1,train
sketchfab__a8__a8bf8986fc7a4bb39a0d8972c3d632e5,1,train
sketchfab__a8__a8d49725ef384e39bba4f6843095f0c8,0,train
sketchfab__a9__a9303dca9bea45c69acdd024dc0958ce,4,train
sketchfab__a9__a96c057d4bb342f68d299baf05821bed_8,1,train
sketchfab__a9__a9709b36066841c8ac8c76cbe11dddbd,1,train
sketchfab__aa__aa45dee27278483895f225443235eb61_None,5,val
sketchfab__ab__ab6889b43f394ecd9391846bb76dd2a5_8,5,val
sketchfab__ab__aba8ac3f854e476fbdf2d42503e2287b_1,5,train
sketchfab__ac__acf6830bd1d043cdb2efdac2eaea12b0_None,5,train
sketchfab__ad__ad136f1f4e9f4e15bc0b4f4fe31acd3e_None,1,train
sketchfab__ad__ad2828b5fa0249d8b511b150e9070d42_None,2,train
sketchfab__ad__adec583728af4806a6bbf4f06e452d3e,3,train
sketchfab__ae__ae0d6e66c13b43738de090b29d4704b4_helmet-psi_None,4,train
sketchfab__ae__ae2c5fd04fd245ebbb46048aeb46174f_1,1,test
sketchfab__af__af33ebcf8de54b1894a60708c01a8ba9_3,5,test
sketchfab__af__af42df5b0c0f43aca3118b7c08d9c0cc,5,train
sketchfab__af__afa05a2aede64c53ba7bb7c3c7b48018,5,test
sketchfab__af__afe3b6618d474a3a801d04ad368f441d,1,train
sketchfab__b0__b018e491953b4353b898b83d85033ca1,5,train
sketchfab__b0__b064b8c1a87e49e0bb55ecbd249036c4_6,5,val
sketchfab__b1__b109ba3c7b4d452697b6e3485d665c88,2,train
sketchfab__b1__b13d96d15c7e4a82bfed43ceb78c35d9_None,5,train
sketchfab__b1__b1805152fa4048208ae4b132ea9cdd58_1,5,test
sketchfab__b1__b190a7cbec6546f995d3389c9ee75c29,1,train
sketchfab__b1__b1ec548de7ed45758925d08aeb75a6ea,3,train
sketchfab__b1__b1fc39c5863546c79b64e3a2492d15a9_1,1,train
sketchfab__b2__b288ddcfb25e4c5f8f6181d0b6a4497d,1,val
sketchfab__b2__b2f722038e0c4e9c9a396e603d25b83c,5,train
sketchfab__b3__b33137da86e1457d8f5c506891bf96aa_None,1,val
sketchfab__b3__b3633364d9c64c55ba5f50ba9e032011,0,test
sketchfab__b4__b40161aae69a4c6a9d1dceea1b8d7eb7_None,5,val
sketchfab__b4__b418bb7cb1e44b2fa3bc2de155cffede,3,train
sketchfab__b5__b54edcb0aee1482798a9211ac6f13c30,5,test
sketchfab__b5__b5a92444647643608c037da509ffe897_None,4,train
sketchfab__b5__b5dfebf3b0414f5aba633977e750edc4,1,train
sketchfab__b7__b7430dc890584133b290a83a1c8ce035,2,train
sketchfab__b7__b768be74fea9461eb1c2b784a0b08cc1,1,train
sketchfab__b8__b86565e8f2594e36a3b55f76099d6bed_None,5,test
sketchfab__b9__b98433318053484b84df787a17734d79,5,val
sketchfab__ba__ba3baed798524868925b0edc411b14a3,3,train
sketchfab__ba__ba88d178d9534da4aab6286a0a16cc27_classic-vintage-razor_None,3,train
sketchfab__bb__bb6ed44fd4674176a9de2af09a9a1245_None,4,train
sketchfab__bb__bb7dfadaa0214f3a8ff673e617244a32,2,train
sketchfab__bc__bc22696446c24ccdbcc7d039371def0d_2,0,train
sketchfab__bc__bcb003dcc3864bc4826959c6648e764b,5,train
sketchfab__be__be24aa8b58d74be3b32685ffae71e3c8_2,0,train
sketchfab__bf__bf1462b217844751ad47eabf99027254_None,4,val
sketchfab__bf__bf292924bd4d4db6ba64d50f86f3d7e6,5,train
sketchfab__bf__bf6ef32bc2db44a99c874830c67cc3fe,1,train
sketchfab__bf__bf7086d7becc4ccdbe97b71048cdf453,0,train
sketchfab__c0__c05f340c128b4e148ae7bc418ff2dd6a_None,4,train
sketchfab__c1__c11fdb4717ee4e3ea6a29a1057975695_1,0,train
sketchfab__c1__c18b0793a047416c912ae78f12d6a705,4,train
sketchfab__c2__c2fdaab8879f457bb52b5635d8439b50,1,train
sketchfab__c3__c302e0e99ed14442bc493d9432480dcf,1,train
sketchfab__c3__c3f570d3c0724a73b16a8fcb2b64f64a_None,3,val
sketchfab__c4__c496b6ee49b14df2858f2a0e456cd3ff_2,5,train
sketchfab__c4__c4c07c1e84834c0ab96ef7c2628a9c8a_10,4,train
sketchfab__c5__c524351b6633450991a9c56229f15bd2,5,train
sketchfab__c5__c5e71dc6aec24a10a9c31594b200202a,0,train
sketchfab__c8__c876318fbaa04c40a23c6185c9c9b724_20,5,train
sketchfab__c8__c8995626436c439a813441117001f6bb_None,5,test
sketchfab__c8__c8b1da7ed0aa4c7998bd42c467ceeefd,0,train
sketchfab__c8__c8c5382a9f574578922316f94b24b89b_4,3,train
sketchfab__c8__c8ffa9591d384f449b9886bc8310c0f5,0,val
sketchfab__c9__c99c4dee8a4c48eaab51c0c2cee14ab0,3,train
sketchfab__c9__c9c2081c39b046cb9415502f2d06d547_staircase-guardrail-12-mb_None,5,train
sketchfab__c9__c9f60caee7224024b1645602df7609a5_2,1,val
sketchfab__c9__c9fb873ac975489f9c3633dc72894d07_1,5,train
sketchfab__ca__ca0c013b70c54d6fb27e9fba7aa631dc,1,train
